Flightnumber;Flightcount;Timestamp Start of Flight;Engine 1 Labeled Avg;Engine 1 Predicted Avg;Engine 1 Error (Avg of Labeled - Predicted);Engine 1 Error %;rmse 1;Engine 2 Labeled Avg;Engine 2 Predicted Avg;Engine 2 Error (Avg of Labeled - Predicted);Engine 2 Error %;rmse 2;Engine 3 Labeled Avg;Engine 3 Predicted Avg;Engine 3 Error (Avg of Labeled - Predicted);Engine 3 Error %;rmse 3;Engine 4 Labeled Avg;Engine 4 Predicted Avg;Engine 4 Error (Avg of Labeled - Predicted);Engine 4 Error %;rmse 4;Combined Labeled Avg;Combined Predicted Avg;Combined Error (Avg of Labeled - Predicted);Combined Error %;CruiseTime (hrs.);FlightTime (hrs.);GrossWeight;Airport Depature;Airport Arrival
90;-47;;887.3077137;887.2500163;0.057709925;0.003474047;3.700898298;858.0934003;857.7958005;0.29761231;0.018525749;2.805928791;870.3754873;870.33035;0.045153925;0.002771075;3.234485468;894.5922584;894.7905809;-0.198288908;-0.011839483;3.393754891;3510.36886;3510.166748;0.202187252;0.003076525;;;125447.2023;;
91;-46;;1253.16719;1253.121167;0.046071395;0.0027959;5.247227357;1210.077909;1210.011148;0.066660423;0.004189422;4.339629893;1230.920735;1230.710548;0.21012442;0.012982125;4.086339225;1264.621047;1264.578337;0.042721742;0.002569141;4.276782721;4958.786882;4958.4212;0.365577981;0.005606656;;;178718.3669;;
92;-45;;1102.412456;1102.347075;0.065285249;0.003992092;4.139164938;1064.250315;1064.09851;0.151835767;0.00961745;3.311291881;1083.480611;1083.444396;0.03611878;0.002247199;2.96472332;1112.177979;1112.263263;-0.085314226;-0.005171027;3.239214545;4362.321362;4362.153244;0.16792557;0.002594949;;;164996.4509;;
93;-44;;1317.824251;1318.083807;-0.259676609;-0.015031102;5.322687161;1272.015153;1272.198533;-0.183403971;-0.010998461;4.274076612;1295.63331;1295.99039;-0.357125677;-0.021025893;3.693095527;1331.313026;1331.238248;0.074774718;0.004284401;3.864126213;5216.78574;5217.510979;-0.725431539;-0.010607399;;;197806.9418;;
95;-43;;1032.873981;1032.488571;0.38541262;0.022455121;4.306850991;996.5999503;996.5749737;0.02498213;0.0015085;3.301205376;1010.375786;1010.021848;0.353924994;0.021079733;4.137956047;1038.310911;1038.206717;0.104178848;0.006037942;4.319150519;4078.160628;4077.29211;0.868498593;0.012815678;;;149138.1437;;
96;-42;;1037.452683;1036.989394;0.463242557;0.027162726;4.242664141;1003.141622;1002.576454;0.565108611;0.034269115;3.104831083;1019.709686;1019.016879;0.692794879;0.041329612;2.913281685;1047.251988;1046.365878;0.886145514;0.051473898;3.137441127;4107.555979;4104.948605;2.607291561;0.038613513;;;147945.1242;;
97;-41;;783.4560289;783.6042447;-0.148198391;-0.009582571;3.25457323;755.5668615;755.5255164;0.041374175;0.00277402;2.368153771;766.9035381;766.8442998;0.059244561;0.00391346;3.132971987;791.7320858;791.731017;0.001095036;7.00654E-05;2.806545441;3097.658514;3097.705078;-0.046484619;-0.000760202;;;112209.7869;;
99;-40;;1303.709442;1303.656963;0.052434578;0.003046432;5.419572444;1259.398082;1259.360965;0.037144741;0.002234029;3.691123265;1282.103525;1281.904934;0.198641842;0.011735516;3.657569083;1315.129331;1315.144477;-0.015199355;-0.00087541;4.028588475;5160.340381;5160.067338;0.273021805;0.0040075;;;183938.8712;;
100;-39;;1270.653122;1270.719079;-0.065864555;-0.004079976;5.342150921;1227.611273;1227.204027;0.407178165;0.026106971;4.330712768;1247.157899;1247.150596;0.007393202;0.000466599;4.271271951;1279.398888;1279.843813;-0.444851692;-0.027367943;4.448301154;5024.821182;5024.917514;-0.09614488;-0.001506047;;;191025.8626;;
101;-38;;1068.233626;1068.618017;-0.384442859;-0.024081417;4.336518633;1034.911585;1035.031999;-0.120416899;-0.007785754;3.246000152;1052.86185;1052.831984;0.029793779;0.001893523;3.156156606;1079.831174;1079.815398;0.015760168;0.000976611;3.298588448;4235.838234;4236.297397;-0.459305811;-0.007255696;;;160999.9678;;
102;-37;;1195.12388;1194.71595;0.407911102;0.024804331;5.278200429;1157.394434;1157.407097;-0.012716918;-0.000798501;4.467488135;1178.843247;1178.554656;0.288628836;0.017793385;4.824499125;1203.893227;1203.725151;0.168056182;0.010144752;4.602017905;4735.254788;4734.402854;0.851879202;0.013074033;;;171837.9251;;
103;-36;;1126.300504;1126.399557;-0.099091332;-0.005595843;4.79572226;1088.401586;1088.313736;0.087849676;0.005133755;3.936914401;1109.816397;1109.671995;0.144423367;0.008276953;4.097489363;1136.709158;1136.865715;-0.156559171;-0.008760185;3.947923275;4461.227645;4461.251003;-0.023377459;-0.000333294;;;157502.0459;;
104;-35;;1359.93203;1360.219723;-0.28773552;-0.016672993;5.366649791;1313.221967;1313.546174;-0.324259474;-0.019457714;4.362514429;1336.998374;1336.983231;0.015108488;0.000890487;4.828070931;1371.137483;1371.398315;-0.260827151;-0.014990257;5.106113744;5381.289854;5382.147442;-0.857713658;-0.012560104;;;199597.7915;;
105;-34;;1271.652736;1271.686358;-0.033676227;-0.001904712;5.089787;1227.04986;1227.122212;-0.072407939;-0.004244225;4.008203216;1252.600109;1252.614179;-0.013965399;-0.000801891;3.667155324;1282.255143;1282.449425;-0.194344496;-0.010901148;3.864759807;5033.557847;5033.872175;-0.31439406;-0.004492351;;;181289.3315;;
106;-33;;1235.462342;1236.334077;-0.871762834;-0.0503924;4.879668258;1194.021729;1193.973042;0.048765409;0.002916727;3.403510763;1212.677036;1212.711664;-0.034575371;-0.002036188;3.561502729;1244.168831;1244.887621;-0.718739559;-0.041256125;3.794701857;4886.329938;4887.906405;-1.576312355;-0.023038579;;;180060.7404;;
107;-32;;920.1940922;919.7325642;0.461545653;0.029286488;3.766642713;890.9178089;890.4094848;0.508398566;0.033319521;2.644001943;905.071075;904.5841038;0.486951885;0.031414882;2.720178453;930.9070195;930.552944;0.354018708;0.022205061;2.796410264;3647.089996;3645.279097;1.810914811;0.028992363;;;129375.4505;;
108;-31;;987.6837087;987.882079;-0.198358953;-0.011859098;4.073976181;952.8259227;953.1575782;-0.331619423;-0.02055153;3.183328728;971.0197948;971.1753798;-0.155519827;-0.00945748;2.873452404;997.6183997;997.8919127;-0.273451978;-0.016185808;3.282484224;3909.147826;3910.10695;-0.958950181;-0.01448544;;;144852.9932;;
109;-30;;933.4951287;933.2949606;0.200185198;0.012992246;3.628751592;903.7358349;903.1374104;0.59838868;0.040114946;2.996663134;916.4652744;916.3108528;0.154489614;0.010212866;2.676990219;944.0096451;943.6877251;0.321948384;0.020662086;2.780847294;3697.705883;3696.430949;1.275011875;0.020890374;;;129711.7627;;
110;-29;;902.7505342;902.8022234;-0.051630189;-0.003169461;3.736364366;872.5378463;872.6135824;-0.075742882;-0.004810686;2.715514759;883.9093588;884.233533;-0.324204387;-0.020326406;2.958741109;910.6936779;910.9135062;-0.219801683;-0.013375442;3.30010868;3569.891417;3570.562845;-0.671379141;-0.010422269;;;131127.3708;;
111;-28;;1080.304365;1080.314192;-0.00990906;-0.000558108;4.867780087;1042.225671;1042.201896;0.023885873;0.001394477;3.878979794;1060.051824;1059.869215;0.182583154;0.010480102;4.095352712;1090.744105;1090.474698;0.269468994;0.015032036;4.482651199;4273.325966;4272.860001;0.466028961;0.006635578;;;157208.0887;;
112;-27;;1112.459748;1112.311295;0.148383657;0.008760574;4.776607838;1074.778407;1074.605389;0.173086453;0.010577303;3.598487641;1095.355002;1095.161467;0.193508176;0.011603132;3.693070263;1122.53971;1122.272682;0.266935821;0.015618379;3.778883845;4405.132866;4404.350833;0.781914107;0.011658183;;;156635.9339;;
113;-26;;1082.199059;1082.444484;-0.245389923;-0.014766101;4.430290158;1043.927124;1044.199752;-0.272718438;-0.017012204;3.500529054;1061.706702;1061.823565;-0.116825775;-0.007165564;3.256052995;1089.327943;1090.014399;-0.686454465;-0.04103641;3.487943078;4277.160828;4278.4822;-1.321388602;-0.020118299;;;150670.2828;;
114;-25;;937.9961636;937.827318;0.168826386;0.01023301;4.085160621;907.3427154;907.2131772;0.129494173;0.008114149;3.016654191;922.4318808;922.3942476;0.037647037;0.002320388;2.903592586;947.2437478;947.1664455;0.077245611;0.00463635;3.164528887;3715.014508;3714.601188;0.413213208;0.006323795;;;131586.6015;;
115;-24;;981.0146646;981.2526312;-0.237988749;-0.013816837;4.201103387;948.1886925;948.3669946;-0.178283998;-0.010708911;2.955232337;964.3574452;964.4726192;-0.11521929;-0.006804792;3.0372965;990.7127492;990.8488871;-0.136110022;-0.007824743;3.168516752;3884.273551;3884.941132;-0.667602059;-0.009788938;;;137687.7722;;
116;-23;;1348.934452;1349.254048;-0.319540732;-0.018612064;5.95460309;1305.789641;1305.855872;-0.066300386;-0.003989349;4.317492554;1324.798575;1324.872852;-0.074241783;-0.004403091;4.110872744;1362.219018;1362.735994;-0.516965927;-0.0298177;4.437929187;5341.741687;5342.718765;-0.977048828;-0.014371184;;;185097.5555;;
117;-22;;1074.72848;1074.693839;0.034694121;0.002216214;4.451306371;1039.937817;1039.902785;0.035003969;0.002310811;3.450334485;1055.84806;1056.050219;-0.202150885;-0.013144038;3.494583636;1087.404496;1087.242814;0.161721312;0.010210117;3.633995322;4257.918854;4257.889657;0.029268516;0.000471909;;;144592.2467;;
118;-21;;967.4583626;967.1954267;0.26295296;0.015974617;3.991876031;936.6911643;936.287317;0.403829561;0.025338819;2.731753929;952.6755659;952.3645534;0.310953684;0.019183832;2.809159735;977.8619993;977.7814769;0.080577213;0.004843054;3.166390113;3834.687092;3833.628774;1.058313418;0.01622068;;;130654.5959;;
119;-20;;1073.64685;1074.622465;-0.975586723;-0.059947079;4.551256395;1036.899215;1037.186317;-0.287065611;-0.018264518;3.142438923;1055.137391;1054.780272;0.357125725;0.022329332;2.846662598;1086.649624;1085.823472;0.826142028;0.05015668;3.147173708;4252.333081;4252.412526;-0.079384581;-0.001231608;;;158292.1828;;
120;-19;;1126.922582;1127.157752;-0.235151324;-0.014565844;4.960498876;1092.207664;1092.243918;-0.036218872;-0.002314792;3.603382652;1109.913533;1109.752004;0.161594375;0.010162941;3.647633222;1142.116901;1142.015114;0.101800517;0.006221881;4.189739296;4471.160681;4471.168787;-0.007975305;-0.000124511;;;155985.7795;;
121;-18;;909.0847332;908.596751;0.488001759;0.02879879;3.688390392;878.237178;877.7445678;0.492625689;0.03009279;2.81028168;891.4540102;891.7980789;-0.344058955;-0.020705758;3.209433139;916.9346669;916.4175587;0.517107838;0.030255194;3.128122248;3595.710588;3594.556956;1.153676332;0.017212996;;;128186.7209;;
122;-17;;980.9472512;980.9566061;-0.009328091;-0.000506425;3.956883942;944.9863451;944.9518013;0.034649197;0.001952699;2.850426862;963.0013253;962.9947697;0.006537285;0.000361525;3.016814373;989.8696238;989.6913653;0.178161047;0.009585227;2.958101643;3878.804545;3878.594542;0.210019439;0.002883562;;;131993.1443;;
123;-16;;1155.55562;1155.793462;-0.2378468;-0.013504488;4.651183851;1114.309274;1114.25862;0.050609047;0.002979848;3.776843569;1132.964154;1133.232651;-0.268527156;-0.015550477;4.148780977;1165.352249;1165.223093;0.129139006;0.007270627;4.685933218;4568.181297;4568.507827;-0.326625904;-0.004691146;;;164362.9853;;
124;-15;;1312.885245;1312.870768;0.014543068;0.000868724;5.561014321;1267.115324;1267.239144;-0.123848483;-0.007665265;4.580454798;1288.913421;1289.074743;-0.161295222;-0.009814098;4.337857095;1325.70867;1325.739419;-0.030676979;-0.001814751;4.827861484;5194.62266;5194.924074;-0.301277616;-0.004548472;;;198186.654;;
125;-14;;1261.926485;1262.669391;-0.74300273;-0.042856939;5.213022389;1217.336701;1217.427199;-0.090484136;-0.005410364;3.794322376;1237.668635;1238.01768;-0.348984893;-0.020524238;4.115607325;1272.113383;1272.595667;-0.482218383;-0.027591972;4.491055986;4989.045204;4990.709937;-1.664690141;-0.024287385;;;183891.5754;;
126;-13;;899.2645898;899.4107164;-0.146177298;-0.008645707;3.700943448;867.7417411;867.7952323;-0.053523071;-0.00328064;2.769972513;882.3976172;882.7022245;-0.304620522;-0.018361278;2.758346473;907.3981631;907.3233687;0.074821167;0.004385657;3.045507001;3556.802111;3557.231542;-0.429499723;-0.006422606;;;131379.2766;;
127;-12;;955.6117344;955.5150664;0.096658184;0.005909344;4.073652106;921.7617163;921.3835352;0.378183097;0.023969863;3.477853971;938.9158722;938.3518107;0.564004191;0.035094394;3.251745552;961.976601;961.5096042;0.467021089;0.028363125;3.38148744;3778.265924;3776.760016;1.505866562;0.02328499;;;144163.0711;;
128;-11;;922.7291353;922.8956955;-0.166501663;-0.010498882;3.93528316;891.6959836;891.7288255;-0.032767591;-0.002138092;2.90862119;904.8623264;904.9895432;-0.127163237;-0.008176694;3.174337546;931.6152015;931.8352059;-0.220035857;-0.013742179;3.795706359;3650.902647;3651.44927;-0.546468348;-0.008708903;;;133817.8248;;
129;-10;;1172.327888;1172.10198;0.225953083;0.013489666;4.687534865;1130.641298;1130.47497;0.166261271;0.010291965;3.677603007;1151.269575;1151.04511;0.22449444;0.013647735;3.116502032;1184.936663;1184.717153;0.219477661;0.012963648;3.453043695;4639.175423;4638.339213;0.836186454;0.012615207;;;171231.5541;;
130;-9;;1153.41981;1153.924663;-0.50481211;-0.028079181;4.908729747;1112.373372;1112.581491;-0.208179106;-0.012006837;3.599862212;1133.524035;1134.269231;-0.745156793;-0.04217538;3.78764759;1164.360276;1164.657285;-0.297048429;-0.016367485;4.129055951;4563.677492;4565.43267;-1.755196439;-0.024674756;;;165901.7305;;
131;-8;;997.4215662;997.8937403;-0.472129721;-0.028057783;4.331534119;964.9901531;965.0348865;-0.044739465;-0.002748139;3.031275035;979.7522196;979.9334192;-0.181256195;-0.010965978;3.123871288;1007.527311;1007.669828;-0.142484607;-0.008382661;3.262131857;3949.69125;3950.531874;-0.840609987;-0.012615433;;;135510.9322;;
132;-7;;968.9406754;969.270482;-0.329776428;-0.018960094;4.051732662;935.6869632;936.0324474;-0.345483466;-0.020569075;3.043493617;950.5967857;951.2258156;-0.62902894;-0.036863143;2.998627995;978.2372682;978.4661889;-0.228859454;-0.01303295;3.12602843;3833.461693;3834.994934;-1.533148288;-0.022279791;;;136938.7274;;
133;-6;;858.7904415;858.5593823;0.231136645;0.013542614;3.775473414;829.7167962;829.5249804;0.191828052;0.011633306;2.725169637;842.1301314;841.9310732;0.199052503;0.011893491;2.803471359;867.1025217;866.5199862;0.58252851;0.033803965;3.036855655;3397.739891;3396.535422;1.20454571;0.017838324;;;119890.5072;;
134;-5;;1183.428224;1183.158665;0.269461617;0.015693187;5.131505695;1143.951666;1143.678596;0.273093853;0.01645358;3.558493099;1164.398407;1164.286042;0.112382444;0.006652012;3.730840429;1196.640927;1196.34289;0.298057153;0.017166899;4.027952609;4688.419225;4687.466194;0.952995066;0.014009427;;;162116.8711;;
135;-4;;887.3475158;887.6510257;-0.30354643;-0.019177912;3.29753329;857.0667838;857.5677023;-0.500902798;-0.03276489;2.775893753;873.0871569;873.0873843;-0.000290119;-1.86289E-05;2.360885962;898.0307191;898.0423739;-0.01164883;-0.000727212;2.570269037;3515.532176;3516.348486;-0.816388177;-0.013018938;;;122185.1057;;
136;-3;;1079.507879;1079.415095;0.092816581;0.005356161;4.662546988;1041.734523;1041.844655;-0.110123623;-0.006585327;3.24127881;1058.940115;1059.303253;-0.363196145;-0.021366025;3.170346707;1088.239781;1088.24865;-0.008871425;-0.000507835;3.401907928;4268.422297;4268.811654;-0.389374613;-0.005682692;;;151005.7099;;
137;-2;;1258.489902;1258.562304;-0.072427545;-0.004214477;5.291322;1214.010834;1213.717361;0.293522849;0.017705531;4.136556649;1237.961561;1237.948997;0.012567279;0.000743402;4.039134659;1267.581357;1267.545863;0.035551551;0.002053867;3.999091422;4978.043654;4977.774525;0.269214135;0.003960306;;;181976.9538;;
138;-1;;874.0959257;874.0467923;0.049183232;0.003014761;3.478497019;844.694112;844.5777954;0.116290788;0.007376338;2.790941522;860.7371334;860.7103066;0.02683298;0.001670296;2.906002609;884.3093667;884.1506146;0.158767362;0.009619488;3.124909728;3463.836538;3463.485509;0.351074362;0.005430461;;;129877.6512;;
500;0;;1277.620326;1283.024056;-5.403677701;-0.314941451;9.827576675;1237.424122;1239.693368;-2.269290552;-0.136556924;7.824935083;1253.567381;1257.251051;-3.683782763;-0.218820763;9.344718737;1221.437545;1290.667542;-69.22993083;-4.220509004;69.85995769;4990.049375;5070.636017;-80.58668185;-1.202543043;6350771.146;7539476.986;178718.4608;;
501;1;;1184.613663;1191.965608;-7.352006979;-0.479908013;10.70553757;1143.278994;1147.708881;-4.429834204;-0.299615362;7.501877486;1168.995698;1169.33163;-0.335888431;-0.022218307;6.362487147;1138.19553;1200.805494;-62.60997466;-4.25358857;63.26185102;4635.083886;4709.811613;-74.72770428;-1.246673908;5403734.834;7098184.548;166790.241;;
502;2;;1015.683724;1017.560843;-1.877058367;-0.108305732;7.838805165;977.628816;980.4607729;-2.831925125;-0.169761784;7.563508365;1000.172499;994.041001;6.131468295;0.359270648;8.790618989;974.7488016;1028.241743;-53.49288888;-3.216144116;54.04538904;3968.233841;4020.304359;-52.07040408;-0.768999133;4470636.059;6302596.08;141847.2803;;
503;3;;1370.837054;1378.236524;-7.399365757;-0.427457548;13.03990471;1317.722551;1324.620692;-6.898144673;-0.414565016;11.42462435;1335.221266;1335.962086;-0.74082907;-0.043938892;9.873350462;1315.398732;1393.751477;-78.35283685;-4.717171179;79.06097852;5339.179604;5432.570779;-93.39117635;-1.385210088;6248841.831;8760605.417;192770.4198;;
504;4;;1114.7123;1117.592059;-2.879774728;-0.168081616;8.406599144;1077.164958;1078.614845;-1.449801971;-0.087569115;6.455900251;1093.049493;1088.980378;4.069076471;0.242203557;9.722186818;1064.599835;1123.541236;-58.94145029;-3.602126124;59.65493691;4349.526587;4408.728519;-59.20195052;-0.885561072;5836495.192;7583577.075;162764.1663;;
505;5;;970.0791385;969.5629577;0.516188371;0.030091927;6.745499413;936.049642;935.3778457;0.671867657;0.040591378;5.802953235;945.2000116;944.5413337;0.65856221;0.039402342;5.666301823;929.7773344;974.1645833;-44.38719837;-2.699775955;45.06886241;3781.106127;3823.64672;-42.54058013;-0.636258338;5282732.706;7189733.21;143446.2292;;
506;6;;1280.01637;1279.493006;0.523444269;0.02946747;9.857414762;1233.005537;1231.772777;1.232710816;0.072041724;8.583685841;1249.975884;1247.020563;2.955408541;0.170374192;9.751293385;1232.543537;1297.820362;-65.27672949;-3.816313446;66.1200618;4995.541329;5056.106707;-60.56516587;-0.873631478;6628113.209;8021077.532;180374.0861;;
507;7;;907.4921683;907.6506444;-0.158518742;-0.008949043;7.218845703;877.4759466;876.583539;0.892353938;0.052100368;6.551991826;889.2226696;887.0235638;2.199119118;0.126700141;6.800095409;879.7675172;921.7169764;-41.94944791;-2.442852232;42.47754006;3553.958302;3592.974724;-39.0164936;-0.562438161;5091871.207;6348441.146;129272.265;;
508;8;;899.8543786;899.6430285;0.211271858;0.011982025;7.439995664;871.7596278;870.9717105;0.787900349;0.046124889;7.46587445;880.2483282;875.4188821;4.829517015;0.280000806;8.107118296;864.4696577;906.8541548;-42.38446299;-2.502175227;43.03753982;3516.331992;3552.887776;-36.55577377;-0.530550708;3929084.654;523707.738;124042.0544;;
509;9;;1034.268271;1034.582868;-0.314504664;-0.018138467;7.934519854;995.7989595;995.130472;0.668553831;0.04004713;6.944952763;1009.403062;1007.233084;2.1699902;0.128233012;7.632180601;1000.065534;1048.314263;-48.24864527;-2.877818184;48.87239258;4039.535827;4085.260687;-45.7246059;-0.675188747;4809226.498;6203961.462;143856.6877;;
510;10;;900.6217759;904.1742966;-3.552589749;-0.206072526;7.190743584;864.0913819;868.907117;-4.815731011;-0.291152167;6.885650779;884.0522474;885.1858466;-1.133627157;-0.066989971;6.35137838;865.8863277;908.0022526;-42.11593668;-2.540990618;42.56833064;3514.651733;3566.269513;-51.6178846;-0.767247328;4811301.125;6080821.975;130740.2323;;
511;11;;1158.708223;1159.136901;-0.428690517;-0.025628934;8.633983005;1126.718146;1126.326419;0.391666649;0.024080309;8.293318085;1136.679906;1132.216694;4.463242944;0.272002624;9.074982856;1119.80216;1172.538911;-52.73664174;-3.262360266;53.78100445;4541.908436;4590.218925;-48.31042266;-0.736823065;6859966.626;9118623.616;175611.2625;;
512;12;;991.0052826;993.3055127;-2.300228512;-0.133230648;8.011196283;955.4029382;959.4578758;-4.054975596;-0.243618801;9.313827809;973.0321899;970.88336;2.148779752;0.126757546;6.728634541;957.0869287;1006.123176;-49.03621428;-2.940862215;49.60824388;3876.527339;3929.769925;-53.24263864;-0.788362299;5502459.277;6671196.772;142179.9713;;
513;13;;1454.709395;1454.941891;-0.232517935;-0.012773373;11.66286285;1392.680764;1399.142926;-6.46220811;-0.370812822;12.63002995;1415.716476;1411.528789;4.18777315;0.236391709;10.96958199;1400.103845;1470.619739;-70.51590768;-4.024873466;71.26323351;5663.21048;5736.233345;-73.02286057;-1.030437175;8122295.732;9677809.955;207171.4248;;
516;14;;1045.799012;1048.44815;-2.649105679;-0.154984585;6.784781128;1000.492159;1005.895809;-5.403594899;-0.330450598;7.208465924;1028.385853;1028.642537;-0.256653003;-0.015269602;6.998998617;1008.391388;1057.079925;-48.68843981;-2.954161124;49.18807277;4083.068412;4140.066421;-56.99779339;-0.854100222;4360562.965;5547500.219;145914.3595;;
517;15;;755.3358643;760.067276;-4.731481788;-0.336398799;8.006046083;726.782074;732.6946191;-5.912516178;-0.436883362;7.219415283;743.8433889;747.208353;-3.364941966;-0.242936875;6.313609649;726.9225452;770.8722877;-43.94967313;-3.246869854;44.28271668;2952.883872;3010.842536;-57.95861306;-1.054068868;3072885.923;4218194.348;104454.0238;;
518;16;;1258.765441;1263.667433;-4.90198085;-0.292987266;9.064737022;1213.229222;1219.751828;-6.522667427;-0.404486768;9.04431681;1241.47734;1242.08971;-0.612470224;-0.037116595;10.27998341;1216.434691;1277.057157;-60.62245522;-3.749442264;61.13076516;4929.906694;5002.566128;-72.65957373;-1.108858404;5738501.846;7261213.419;177295.3118;;
519;17;;944.8535406;946.7053716;-1.851936217;-0.121162569;6.401544329;907.9232246;915.2214832;-7.298250889;-0.496908708;9.717182406;929.5599308;930.9445624;-1.384603357;-0.092077799;5.216165985;909.5917136;957.2395925;-47.64792567;-3.23820581;48.17436286;3691.92841;3750.11101;-58.18271613;-0.974198967;3550189.894;467467.753;129881.8697;;
520;18;;1334.348663;1336.072191;-1.723515311;-0.100885678;8.267075644;1279.462515;1284.411524;-4.949005986;-0.302116265;8.452838814;1309.542546;1305.751151;3.791535463;0.226140946;9.252786792;1282.846586;1344.084717;-61.2380236;-3.728465576;61.94831371;5206.200309;5270.319584;-64.11900943;-0.961943635;5907296.407;8363588.667;188141.221;;
521;19;;825.0251721;827.2600617;-2.234875377;-0.144843141;6.467322646;793.9423319;803.6107241;-9.668393488;-0.651144207;11.5487326;811.1044315;813.0398078;-1.935382074;-0.12758563;5.529951453;796.6901171;837.2043313;-40.51427501;-2.719133088;41.05667785;3226.762053;3281.114925;-54.35292595;-0.900674381;3387447.428;464969.9231;114906.1435;;
522;20;;1278.398549;1277.645872;0.752624388;0.044111024;7.410445295;1233.927799;1232.468299;1.459522545;0.088624986;6.114464344;1254.549789;1249.800161;4.74959296;0.283663602;10.46599564;1227.512367;1284.517574;-57.00526325;-3.479558976;57.64102155;4994.388503;5044.431907;-50.04352335;-0.750759228;5124837.659;649395.7333;172869.6129;;
523;21;;1047.253099;1049.750451;-2.497309364;-0.158822416;7.451205257;1009.891557;1014.191238;-4.299631921;-0.283561747;7.681585386;1029.518554;1030.651069;-1.132488777;-0.073264035;6.463973361;1007.610034;1061.171022;-53.56103033;-3.540360983;54.20222149;4094.273244;4155.76378;-61.49046039;-1.00028102;3881979.145;5359642.816;143562.3577;;
524;22;;903.5586285;903.4684212;0.090236629;0.005325135;5.948334345;871.6137126;869.9435026;1.670160478;0.102173487;5.091446409;886.6716982;886.1866415;0.485102167;0.029172553;5.640262816;863.8540191;907.2022427;-43.34823098;-2.675685646;43.8456982;3525.698058;3566.800808;-41.1027317;-0.621626668;4406009.685;5730469.238;129369.9658;;
525;23;;1024.333449;1019.510193;4.823295347;0.286482982;8.007143018;985.5160682;982.8376723;2.678405065;0.16535178;6.493000075;1008.977866;1004.38253;4.595386145;0.27710011;7.836442632;988.2131014;1031.589715;-43.37655501;-2.670550392;43.95245138;4007.040484;4038.320111;-31.27946846;-0.474932579;4155277.091;5554031.707;136662.7032;;
528;24;;1086.042686;1083.583146;2.459616994;0.141069067;7.878962861;1044.228843;1041.289447;2.939391454;0.175336747;7.109424964;1058.912339;1054.593147;4.319291599;0.254076044;8.828212114;1026.228942;1073.700246;-47.47129307;-2.881363206;48.2275526;4215.41281;4253.165987;-37.75299302;-0.557856477;5367373.31;632543.3224;151895.0103;;
529;25;;1113.54614;1115.500003;-1.95381186;-0.121904227;6.255781021;1080.546063;1083.007988;-2.461888567;-0.158295784;5.477997439;1095.691427;1096.29183;-0.600464878;-0.038075322;6.114859065;1076.401304;1128.759844;-52.35855539;-3.379540709;52.82486993;4366.184934;4423.559665;-57.37472069;-0.912983018;4570728.031;6113480.297;156566.5037;;
530;26;;1335.888818;1336.369422;-0.480595767;-0.02858796;8.926884242;1284.377751;1284.369406;0.008427213;0.000521392;8.003593747;1309.537034;1308.685351;0.851624321;0.051677776;9.872009905;1278.942992;1338.526858;-59.58388774;-3.70212597;60.2261931;5208.746594;5267.951037;-59.20443197;-0.90322205;7034632.119;8988287.663;187607.6816;;
531;27;;908.1825611;910.2126931;-2.030080617;-0.126620595;6.843278372;876.9943306;879.4232653;-2.428926691;-0.156885153;5.381553395;893.3804581;895.2058947;-1.825392407;-0.115740143;5.903624405;873.5007038;921.094864;-47.59415242;-3.086416717;48.18915795;3552.058054;3605.936717;-53.87855214;-0.85921151;3813865.924;5299563.426;128307.1935;;
532;28;;1106.895959;1106.547107;0.348920503;0.020221669;8.423321484;1065.28526;1067.872946;-2.58772618;-0.155829513;9.704527766;1082.171496;1076.373382;5.798064035;0.343703717;9.506443055;1065.87;1116.991231;-51.1212442;-3.076766145;51.81954716;4320.222715;4367.784666;-47.56198584;-0.706238119;5075775.641;6154619.882;152429.4891;;
533;29;;1122.609085;1120.819136;1.789995792;0.100334587;8.790302689;1083.649184;1083.188458;0.460721471;0.026753275;8.106045628;1101.480095;1095.987575;5.492564628;0.313780341;9.184374369;1081.714435;1135.04683;-53.33243364;-3.102458524;53.95931676;4389.452799;4435.041999;-45.58915175;-0.653549274;4886191.836;6355839.457;152716.6888;;
534;30;;1141.458294;1140.922006;0.536363622;0.030069476;7.453651968;1099.638371;1098.861161;0.777222013;0.045229501;7.01885205;1122.558302;1121.362301;1.195961191;0.06817651;6.912798219;1100.992403;1149.992062;-48.99969003;-2.847971229;49.70478481;4464.64737;4511.13753;-46.4901432;-0.666346787;5724281.242;7456288.476;161064.0795;;
535;31;;1367.664339;1370.661645;-2.997353883;-0.168061607;11.89959909;1326.308788;1328.902527;-2.593790653;-0.149968583;11.40903601;1336.17624;1334.445147;1.730995417;0.099344125;9.3367324;1327.476766;1395.856931;-68.38016509;-3.950146746;69.17341212;5357.626133;5429.866251;-72.24031421;-1.033992135;7593013.346;911519.9962;197352.1007;;
538;32;;1189.734633;1191.250114;-1.515453183;-0.086774923;8.735399256;1138.593784;1141.973204;-3.379429459;-0.202197784;9.119650232;1166.493494;1161.981962;4.511551689;0.263478652;9.460313657;1141.837008;1206.315871;-64.47890851;-3.84693969;65.21571646;4636.658919;4701.521151;-64.86223947;-0.952990574;519322.155;712168.9993;164097.5432;;
